binx,biny,lastServCellRsrp_mean,failedPCellCarrierFreq_mean,counts,TopFreq
113.38101389555571,34.86104856747239,45.0,,2,
113.38133402380954,34.86077184779997,49.0,,2,
113.3813418185867,34.861042142916936,40.333333333333336,,3,
113.38166194566584,34.860765422425544,44.166666666666664,,6,
113.3816697415139,34.86103571747826,42.5,,2,
113.38231778906702,34.860752569027056,48.0,,2,
113.38362947462328,34.86072685163156,26.0,,1,
113.3852230708736,34.813637558008885,57.0,,1,
113.38591711068084,34.860411517955754,32.0,,1,
113.38690086836154,34.86039220228133,30.0,,1,
113.39286876130585,34.78319703508157,58.0,300.0,1,300.0
113.39385766794291,34.86268940365526,32.0,,1,
113.39411506272106,34.86025031112668,31.0,,2,
113.39491137338692,34.76314353336543,18.0,,1,
113.39961190953196,34.81227270383076,38.0,,1,
113.39993179336624,34.811995943376346,33.5,,2,
113.39993963475474,34.812266236988975,34.5,,2,
113.40058724136199,34.811983007177446,29.0,,1,
113.40091496520321,34.81197653775564,34.0,,1,
113.40124268894,34.811970067452236,36.75,,4,
113.40161865690816,34.76842034786635,33.5,,2,
113.40195404346801,34.768684177850005,31.0,,1,
113.40221801076154,34.81168035807957,23.0,,1,
113.40251845616896,34.788145393021466,0.0,,1,
113.40296488668767,34.74702820947735,35.0,,1,
113.40301343903903,34.76000886486483,45.0,,1,
113.40332278722393,34.79326803484729,31.0,,1,
113.40481185734942,34.788100079109526,52.0,,29,
113.40504178746362,34.80729737917591,46.0,,1,
113.4061223700103,34.78807416606817,71.0,,1,
113.40751933444423,34.79102146324902,54.0,,1,
113.41754975733629,34.80894252648841,34.0,,1,
113.417549826102,34.78649536976495,9.0,,1,
113.41982789841339,34.80835632609195,39.0,,1,
113.42011922261693,34.75101552479134,25.0,,1,
113.42110954920796,34.75126627794416,55.0,,1,
113.4211963746191,34.754239490225416,39.0,,1,
113.4214189788439,34.862684304918574,29.0,,1,
113.42152386519075,34.754232974698716,43.0,,1,
113.42153176010578,34.7545032665775,30.0,,1,
113.42153965512591,34.75477355844271,42.0,,1,
113.42195034107375,34.76882871670435,66.5,,2,
113.4220258030307,34.782620070136346,70.0,1506.0,1,1506.0
113.4220961799405,34.76260549819231,6.0,,1,
113.42267310098822,34.782336734097605,49.0,,1,
113.42272509950932,34.79531718427608,35.0,,1,
113.42566414540975,34.77254101379497,39.666666666666664,,3,
113.4270094904645,34.86311368258382,30.0,,1,
113.42720650813612,34.80280035909126,45.0,,1,
113.42798366650874,34.762217725770576,37.0,,1,
113.42804990650616,34.753291607641835,49.0,,1,
113.42808157074677,34.75437277001196,50.0,,1,
113.42834818992412,34.808186502725015,47.0,,1,
113.4284008284735,34.78763148825002,49.0,,1,
113.42862282902328,34.79519957556422,34.0,,1,
113.42901642497,34.78626696203101,41.0,,1,
113.42902435374185,34.78653725098445,53.666666666666664,,3,
113.42922813412947,34.804653125225805,15.0,,1,
113.42974303724208,34.78868647648758,4.0,,1,
113.4322885539633,34.808378209077446,21.0,,2,
113.43265055095958,34.75374063373732,52.0,,1,
113.43288285993968,34.750490611186535,36.0,,1,
113.43344037814532,34.802946243077294,20.0,,1,
113.43353780569971,34.75047751762453,54.0,,1,
113.43357583947267,34.86325282104684,34.5,,2,
113.43376805825991,34.80293968665482,39.0,,1,
113.43390375856585,34.86324625439961,39.0,,1,
113.4339049495637,34.75182241723833,55.0,,4,
113.43392875351697,34.75263328570348,43.0,,1,
113.43400017108246,34.75506589036423,53.0,,1,
113.43418272152768,34.76128254171227,34.0,,1,
113.43455959643393,34.86323311845558,26.0,,2,
113.43475109796856,34.802920012100174,35.0,,1,
113.4350787776597,34.802913452152865,28.0,,1,
113.43521543387759,34.86321997897884,24.0,,4,
113.43573413672424,34.802900329614644,39.0,,1,
113.43610633182132,34.770980159440136,44.0,,1,
113.43626369751338,34.78747427668707,48.0,,1,
113.4365531226941,34.775027921775695,35.0,,1,
113.4366231317227,34.78854886462359,8.0,,1,
113.4371829436607,34.86318053935239,37.0,,2,
113.43746747138275,34.75039888237485,38.0,,1,
113.43783877940545,34.863167385744866,31.0,,1,
113.43915044961976,34.86314106793177,34.0,,1,
113.43943229851247,34.75035951725753,48.0,,1,
113.43944025063344,34.75062980571152,44.75,,4,
113.43976772251611,34.75062324171471,51.0,,1,
113.43987657318019,34.77658400333461,43.0,,1,
113.4398924959508,34.77712457771909,43.0,,1,
113.4400951942929,34.75061667683842,57.0,,1,
113.4402121098653,34.77684772103964,52.0,,1,
113.4402371479779,34.76657023252576,59.0,,1,
113.4402508704163,34.789287486967226,49.0,,3,
113.4402668031548,34.78982806007143,49.0,,1,
113.44026898678376,34.767651382729596,51.0,,1,
113.44042266596375,34.75061011108263,55.0,,1,
113.4407856812784,34.79630835884183,44.0,,1,
113.44079003499557,34.863108150794176,29.666666666666668,,3,
113.4408095920225,34.79711921721774,47.0,,1,
113.44113646793416,34.80820093606584,30.5,,2,
113.44139712183026,34.75032012047883,54.0,,1,
113.44185795287488,34.77708514715511,29.0,1650.0,1,1650.0
113.44216743440592,34.80980291124994,29.0,,1,
113.44255099981267,34.81168832627851,28.0,,1,
113.44271861190937,34.81736431049362,37.0,,1,
113.44343796330618,34.81951341913579,29.0,,1,
113.44373328246604,34.86277856171972,33.0,,2,
113.44398352212056,34.77136308898646,30.0,,1,
113.44406119719322,34.862771967760224,28.666666666666668,,6,
113.4443110747712,34.77135650936543,32.0,,1,
113.44471702632802,34.86275877719183,37.0,,2,
113.4450369370561,34.86248189824535,38.0,,1,
113.44523789297611,34.76944476046818,53.0,,1,
113.44569276340997,34.862468702510036,32.0,,2,
113.44602067642701,34.86246210331768,43.0,,1,
113.4466765021413,34.86244890228359,37.25,1650.0,4,
113.44700441483847,34.862442300441856,21.0,,1,
113.44729156888143,34.75020174017645,28.0,,1,
113.44741124521428,34.75425604185771,41.0,,1,
113.44743518334938,34.75506690182614,37.0,,1,
113.44765222777374,34.86215881228575,21.0,,1,
113.4476602399129,34.86242909410901,34.0,,1,
113.44798013908017,34.862152207860674,30.833333333333332,,6,
113.44813809506918,34.81211687374641,50.0,,2,
113.44817780584535,34.76911519880726,63.0,,1,
113.44830805027993,34.862145602552495,36.86486486486486,,37,
113.448393470136,34.77641291209286,42.0,,1,
113.44860182075875,34.81670510042929,38.0,1650.0,2,1650.0
113.44905760896722,34.82102303667566,48.0,,1,
113.45092066283514,34.82855794054349,54.0,,1,
113.45092867565414,34.82882822319996,49.0,,3,
113.45096562238989,34.75256183122817,19.0,,1,
113.45157913152481,34.8618092198556,32.0,,1,
113.45166218892568,34.79825318635597,53.0,,1,
113.45187611501953,34.75010946960849,56.0,,1,
113.45198415934348,34.83124093874606,47.0,,1,
113.4522035818031,34.75010287225776,61.0,,1,
113.45232798340078,34.83177489222998,14.0,,1,
113.45268451018396,34.78849654392301,54.0,,1,
113.45275457958127,34.74657595890223,51.0,,1,
113.45323396418968,34.751704788839646,36.0,,1,
113.45328195069791,34.75332650225972,23.0,,3,
113.45350651841889,34.771982776661005,10.0,,1,
113.45356943548684,34.75196847311253,52.0,,1,
113.45357292592816,34.80740978612749,36.0,,1,
113.45390863502769,34.8076734577555,23.0,,1,
113.45418633359394,34.86121571440898,46.0,,2,
113.45423632884014,34.80766684544275,26.0,,2,
113.45549487994691,34.83901295151501,43.0,,1,
113.45659081937104,34.842777017277115,15.0,,1,
113.45678810559046,34.75001041700596,52.0,,1,
113.45687021289498,34.774889806715485,3.0,,1,
113.4574430358548,34.74999719504187,57.0,,1,
113.45747460890264,34.8173374498058,52.0,,1,
113.45763862911282,34.844919383662784,37.0,,2,
113.4582650161634,34.81083081347282,36.0,,1,
113.45838472933512,34.858967323043316,36.0,,1,
113.45849538695337,34.85166313251008,43.0,,3,
113.45851147600744,34.85220369268085,54.0,,1,
113.45875289510336,34.749970740560485,53.0,,1,
113.45898666009468,34.76889724647205,34.0,,1,
113.45927852246332,34.88896829629402,42.0,,1,
113.45940061568812,34.86002854016194,28.0,,1,
113.45960776341737,34.8559677107242,38.0,,1,
113.45982171870875,34.88517111960656,31.0,,2,
113.45982977754625,34.88544139793823,33.5,,4,
113.45984589554313,34.88598195456054,38.5,,2,
113.4598539547025,34.886252232851206,46.0,,2,
113.46012553932218,34.88435364368815,41.0,,1,
113.46014971840665,34.885164478566,36.0,,1,
113.4601589901873,34.75318768265994,18.0,,2,
113.46026256690453,34.88894837303614,55.0,,1,
113.46039021676269,34.749937652671626,56.0,,1,
113.46039711408596,34.882455053900905,60.0,,1,
113.46046846296657,34.84080549414823,35.0,,1,
113.46047844563692,34.752910778448246,41.0,,2,
113.46060751981427,34.8564883600935,30.0,,2,
113.46070092055446,34.881637576867064,43.0,,2,
113.46071265457358,34.77183725578761,11.666666666666666,,3,
113.46071768077425,34.74993103245559,46.0,,1,
113.46103217616813,34.77156034794247,4.0,,1,
113.46104020498885,34.77183063108081,12.5,,2,
113.46128745615694,34.857285920273576,51.0,,2,
113.46143679920627,34.752080061249785,44.0,,1,
113.4620355613491,34.75017482669538,51.0,,1,
113.46226671300458,34.746924795133566,46.0,,1,
113.46235499922959,34.74989791818407,42.0,,1,
113.46245277210045,34.80831209492636,49.0,,1,
113.46262907866996,34.91324009193487,37.0,,1,
113.46331432916992,34.605458858087715,46.0,,1,
113.46374669262933,34.84073909989663,37.0,,1,
113.46399465320718,34.80503553731494,34.0,,1,
113.4640027017012,34.80530581836243,25.0,,2,
113.46409929198877,34.808549189867065,41.0,,1,
113.46462352698511,34.79312324672641,29.0,,1,
113.4647220979616,34.84044888509023,33.0,,1,
113.46491896946284,34.79203548230425,40.0,,1,
113.46497470319976,34.74984488961998,46.5,,4,
113.46527074506987,34.79283968700514,38.0,,1,
113.46528927090286,34.80446841428186,31.0,,2,
113.46530216571472,34.74983825709212,48.0,,1,
113.465377739824,34.840435590490024,32.0,,1,
113.46549373616091,34.789319388888785,31.0,,1,
113.46560084231092,34.803921210328504,28.0,,1,
113.46562962812267,34.749831623684834,41.333333333333336,,3,
113.46578110736445,34.787961341344705,36.0,,1,
113.46589380610207,34.79174528029928,42.0,,1,
113.46590435562057,34.80310372496081,26.0,,1,
113.46592600960022,34.79282640522329,26.0,,1,
113.4659570904236,34.74982498939815,46.0,,3,
113.46605740280145,34.808239056768464,63.0,,1,
113.46606037518008,34.90722078686022,43.0,,1,
113.46610872026415,34.787954700329,32.0,,1,
113.46618369933982,34.801475396749346,32.0,,1,
113.4662563428888,34.83690201383237,41.0,,8,
113.4662845526175,34.74981835423206,47.5,,2,
113.46634506848889,34.83987508394697,24.0,,1,
113.46641767182774,34.84230759462898,36.0,,2,
113.46654358880546,34.802549875101384,31.0,,5,
113.46655164487568,34.80282015574012,25.0,,2,
113.46655711451518,34.79200227664454,23.0,,1,
113.46661201470434,34.74981171818657,47.0,,1,
113.46666481922766,34.83959815384279,42.0,,1,
113.46672084713084,34.808496045998176,58.0,,2,
113.46677777498503,34.843382058129805,28.0,,1,
113.46687125922571,34.80254322961484,32.0,,2,
113.4668766892893,34.79172535181819,29.333333333333332,,3,
113.46688474320403,34.79199563287024,26.0,,2,
113.46688576876149,34.85798374802278,62.0,,1,
113.46690348842057,34.803624351821824,26.0,,1,
113.46693947668415,34.74980508126166,47.0,,1,
113.46704048164996,34.80821911876324,56.0,,1,
113.46704854104092,34.80848939904861,44.0,,2,
113.46713988081082,34.789556458853575,31.0,,1,
113.46726693855686,34.749798443457365,48.666666666666664,,9,
113.46735737979861,34.79685404361964,20.0,,5,
113.46736817438487,34.808212470998875,51.0,,2,
113.4673762348437,34.80848275121774,46.0,,2,
113.46750301465839,34.83471317519448,36.0,,1,
113.46751048152043,34.801989375078996,31.5,,2,
113.46751854057875,34.80225965554553,41.25,,4,
113.46754805641604,34.79225262358471,22.0,,1,
113.46759440032248,34.74979180477365,46.666666666666664,,3,
113.46768780559309,34.80793554218719,26.0,,1,
113.46769586701245,34.808205822353194,49.2,,5,
113.46770392853914,34.80847610250554,51.0,,2,
113.46772811376326,34.80928694288059,42.0,,3,
113.46774205025679,34.83173345248022,40.0,,1,
113.46775818782848,34.83227401065989,44.0,,1,
113.4677743258299,34.83281456878488,28.0,,1,
113.46779046426107,34.83335512685522,41.0,,1,
113.46780591005349,34.8009016053455,22.0,,1,
113.46781467271362,34.834165963858204,32.0,,1,
113.46783081221919,34.834706521791865,42.0,,1,
113.46783888213314,34.834976800738204,38.0,,1,
113.46784620960958,34.802253007482136,28.333333333333332,,3,
113.46786233018324,34.80279356824117,45.0,,1,
113.46791069448003,34.80441525019045,39.0,,1,
113.467921861981,34.74978516521055,39.5,,2,
113.46793487807736,34.80522609098067,42.0,,1,
113.46794293949114,34.80549637121674,52.333333333333336,,3,
113.46795100101227,34.805766651439164,51.0,,1,
113.46801549704547,34.807928892726736,35.0,,2,
113.46802355953268,34.808199172826214,55.0,,1,
113.46803162212726,34.808469452912036,40.0,,1,
113.46803968482915,34.808739732984165,43.0,,1,
113.46815775625363,34.80170579785701,30.0,,1,
113.4681658173397,34.801976078204156,34.0,,6,
113.46817387853308,34.80224635853764,37.666666666666664,,3,
113.46820096141343,34.81414533155806,4.0,,1,
113.46823622669199,34.826314562351676,50.0,,1,
113.46824932353239,34.74977852476803,48.0,,1,
113.46827968570481,34.838754049268594,31.0,,1,
113.46835125194558,34.80819252241793,57.0,,1,
113.46835931560801,34.808462802437205,34.666666666666664,,3,
113.46848542293475,34.80169914816448,26.5,,6,
113.46849348508833,34.801969428445084,33.4,,5,
113.46851713863046,34.8576801834316,57.0,,1,
113.46857520550698,34.837666278533696,43.0,,2,
113.46857678497666,34.74977188344612,46.0,,2,
113.46868700898139,34.80845615108106,41.666666666666664,,6,
113.46881308950852,34.80169249759085,32.666666666666664,,6,
113.46890424631378,34.74976524124481,46.125,,8,
113.46899398679003,34.87362654931348,24.0,,1,
113.46901314365248,34.907160801313424,39.0,,1,
113.4690147022474,34.80844949884359,49.0,,3,
113.46904638045204,34.77653643953848,32.0,,1,
113.46909244695428,34.734075553374524,47.0,,1,
113.46910849989419,34.800604725409535,28.0,,1,
113.46914075597493,34.801685846136124,44.5,,2,
113.46916483421971,34.85739658499669,45.0,,1,
113.46917291530504,34.85766686266155,36.0,,2,
113.46923170754376,34.74975859816409,45.166666666666664,,6,
113.46934239540602,34.80844284572482,42.0,,1,
113.46939571206912,34.73325806302537,47.0,,1,
113.46941180140686,34.73379862928438,58.0,,1,
113.46946842233397,34.80167919380031,43.0,,2,
113.46948964405905,34.79140188991456,23.0,,1,
113.46949272132518,34.85738992335389,41.0,,1,
113.46950080348094,34.85766020095215,18.0,,2,
113.46955916866654,34.74975195420399,66.0,,1,
113.46967008845722,34.808436191724745,54.0,,1,
113.4696781564985,34.80870647146409,47.0,,3,
113.46968316993113,34.797888618947894,23.0,,1,
113.46969929987881,34.798429179345476,34.0,,1,
113.46970701701524,34.73271085518435,37.0,,2,
113.46970736501373,34.79869945952379,23.0,,2,
113.4697150624802,34.73298113828146,35.0,,1,
113.46971543025603,34.79896973968842,26.333333333333332,,3,
113.46975575807839,34.80032114030669,25.0,,1,
113.46981222154031,34.80221310059845,31.0,,1,
113.46981726964829,34.791395238346425,23.0,,1,
113.46982028817877,34.802483380585485,51.0,,1,
113.46988662968212,34.74974530936448,45.0,,1,
113.4699973978704,34.90714079020939,42.0,,2,
113.47002636434178,34.732433929733894,50.0,,1,
113.47002908091257,34.77651649317481,35.0,,1,
113.47003441076349,34.73270421277812,48.0,,2,
113.47005115214299,34.79923336634063,26.0,,2,
113.47007459041313,34.76704999837652,32.0,,1,
113.47009955290088,34.80085504656011,31.0,,1,
113.47013904902026,34.76921224996567,59.0,,1,
113.4701398898196,34.802206446367286,39.0,,1,
113.47019001433671,34.83682215073208,39.0,,1,
113.47035664751812,34.776509842626375,32.0,,2,
113.47044335231546,34.801388951611465,42.0,,1,
113.47045142076671,34.80165923150633,41.0,,1,
113.47065700438368,34.73160979360263,47.0,,1,
113.47066123821114,34.8086865039762,44.0,,1,
113.4706922757886,34.77677347214955,36.0,,1,
113.47070033766818,34.77704375308776,31.0,,1,
113.47072260232119,34.7997606165615,29.0,,1,
113.47075002899801,34.81165957800959,44.8,,5,
113.47076294776608,34.801112015976,26.0,,1,
113.47100371767618,34.77622625798976,36.0,,1,
113.4710341211103,34.79921340055829,20.5,,2,
113.47104219083691,34.79948368042922,23.0,,1,
113.47107773443477,34.811652919684896,49.0,,1,
113.47116534841999,34.836531886921925,35.0,,1,
113.47119647267235,34.74971872121252,31.0,,1,
113.47127958226866,34.73051537175832,44.0,,1,
113.47130855210163,34.80840290850467,51.5,,4,
113.47131662548225,34.80867318791101,54.0,,1,
113.47136984801185,34.799477023339804,28.0,,1,
113.47163624450809,34.808396249216734,53.083333333333336,,12,
113.47164431895656,34.808666528556444,48.333333333333336,,3,
113.4717798385084,34.85707298998742,36.0,,1,
113.47194778609692,34.80784903046033,56.0,,1,
113.47196393680703,34.8083895890475,52.142857142857146,,7,
113.47197201232338,34.80865986832056,58.0,,1,
113.47199623951754,34.80947070605778,24.0,,1,
113.47201239151796,34.810011264480934,31.0,,1,
113.47205277340082,34.811362660299615,49.5,,2,
113.47209963317829,34.85679604425563,37.0,,1,
113.47213819432896,34.80324762047813,46.0,,1,
113.47214875968649,34.83651189355631,40.0,,1,
113.47220279366935,34.80540985582423,52.875,,8,
113.47221086907072,34.805680135180985,42.42857142857143,,7,
113.4722178796766,34.82785632674039,41.0,,2,
113.47222702019606,34.80622069385352,46.5,,2,
113.47223509592,34.806490973169275,56.0,,1,
113.47224317175147,34.80676125247136,46.63636363636363,,11,
113.47224332563847,34.75186102518429,37.0,,1,
113.47225124769048,34.807031531759804,48.0,,1,
113.47226739989108,34.80757209029566,56.44444444444444,,9,
113.47227547615266,34.80784236954309,58.333333333333336,,3,
113.4722835525218,34.80811264877685,67.0,,1,
113.47229162899846,34.808382927996945,55.833333333333336,,12,
113.47229970558267,34.80865320720337,55.75,1650.0,4,
113.47235281889186,34.79945704678547,30.0,,1,
113.47237239967984,34.811085719446176,54.0,,1,
113.47238047733947,34.81135599851593,52.5,,2,
113.47241741473115,34.801619283128986,36.0,,1,
113.47253047400773,34.805403194625555,57.5,,2,
113.4725385504768,34.80567347391566,45.666666666666664,,3,
113.47257893443529,34.807024870161214,49.0,,1,
113.47261932108235,34.808376266065096,62.0,,1,
113.4726273987344,34.808646545204866,47.2,,5,
113.47274508001567,34.80161262198231,33.5,,2,
113.47280436665932,34.83649856023478,36.0,,1,
113.47304396479737,34.81161295122712,48.0,,1,
113.47320927241691,34.8281066073453,51.0,,4,
113.47327470492746,34.80836293955749,56.0,,1,
113.47369937405773,34.81159962135659,53.0,,1,
113.473728075224,34.80159263325576,42.0,,1,
113.47393008834227,34.80834960952467,48.0,,1,
113.4740270785265,34.811592955099215,55.666666666666664,,3,
113.47422987926207,34.79644399788934,35.0,,1,
113.47425777988826,34.808342943186325,32.5,,2,
113.47443415567828,34.93463528134048,44.333333333333336,,3,
113.47470650431548,34.85620211073184,37.0,,2,
113.47477859396837,34.93516913881468,40.0,,3,
113.47501019128704,34.81157295103866,54.75,,4,
113.47503438530813,34.85619543434671,31.0,,1,
113.4750387339957,34.801565969285285,42.0,,1,
113.4751259913424,34.74963887233522,38.0,,1,
113.47533789532523,34.81156628125568,52.0,,3,
113.4754534505336,34.74963221254611,43.0,,1,
113.47578090961737,34.74962555187762,40.0,,1,
113.47593779595996,34.76584905864245,22.0,,2,
113.47610836859369,34.749618890329764,34.0,,1,
113.47626531895452,34.76584239397151,26.75,,8,
113.47634939104533,34.801539291217594,37.0,,1,
113.47636553723811,34.823985727091554,42.0,,1,
113.47658476411533,34.765565448188866,33.0,,1,
113.47659284184152,34.76583572842067,47.4,,5,
113.47691228582919,34.76555878182485,32.0,,1,
113.47723980743548,34.765552114580956,50.0,,2,
113.47770894408721,34.82504012937468,29.0,,1,
113.47778143833955,34.80556677382601,49.0,,1,
113.47784609538331,34.7858230840314,26.0,,1,
113.47821428866227,34.765261827658165,50.0,,1,
113.47840059601958,34.81529010207779,46.0,,1,
113.4785337248681,34.76498487710287,54.0,,1,
113.47853395404182,34.80879675645318,44.0,,1,
113.47854180877258,34.76525515696146,49.0,,1,
113.47872831393366,34.81528342254533,43.0,,2,
113.47905603173992,34.81527674213136,36.0,,1,
113.47918123916459,34.808513120160555,64.0,,1,
113.4794198351418,34.805533383784834,55.0,,1,
113.47982491718555,34.819047260767036,59.0,,1,
113.47985472333404,34.98374430035812,22.0,,2,
113.48066219588861,34.814162217975,46.0,,1,
113.48073055064266,34.805506655890376,45.0,,1,
113.48092973946882,34.82308135955516,52.0,,1,
113.48096558925545,34.81334470094869,37.0,,2,
113.48097369565399,34.813614978159315,32.5,,2,
113.48098673569773,34.98858901486649,48.0,,1,
113.48102705719238,34.82632468007218,46.0,,1,
113.48110685688735,34.807121636751134,49.0,,1,
113.48139537714356,34.82766937425916,35.0,,1,
113.48152561354509,34.711646181561335,30.0,,2,
113.48212833173534,34.76464116296525,49.0,,1,
113.48244775194651,34.76436420275992,47.0,,1,
